School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Liberty,Tim Glass,S,SR,Entered,8/04/2019,Avatar,NC State,83.17,Liberty Christian Academy,https://www.on3.com/rivals/tim-glass-112707/
Louisiana,Masry Mapieu,DL,SO,Committed,,Avatar,Louisiana,86.87,York,https://www.on3.com/rivals/masry-mapieu-84942/
Louisiana,Glenn Beal,TE,SO,Committed,,Texas A&M,Louisiana Ragin Cajuns,86.87,John Curtis,https://www.on3.com/rivals/glenn-beal-46229/
Louisiana,Glenn Beal,TE,SO,Entered,8/04/2020,Texas A&M,,86.87,John Curtis,https://www.on3.com/rivals/glenn-beal-46229/
Louisiana,Masry Mapieu,DL,SO,Entered,7/23/2020,Avatar,Louisiana,86.87,York,https://www.on3.com/rivals/masry-mapieu-84942/
Louisiana,Timaje Porter,DL,SO,Entered,6/22/2020,Avatar,Louisiana,,Theodore,https://www.on3.com/rivals/timaje-porter-112895/
Louisiana,Zach Robertson,OT,RS-SR,Committed,,Avatar,Arizona State,91.08,Mayfair,https://www.on3.com/rivals/zach-robertson-123006/
Louisiana,Zach Robertson,OT,RS-SR,Entered,5/01/2020,Avatar,Arizona State,91.08,Mayfair,https://www.on3.com/rivals/zach-robertson-123006/
Louisiana Monroe,Rashaad Harding,LB,JR,Committed,,Avatar,Louisiana Monroe,81.77,Carencro,https://www.on3.com/rivals/rashaad-harding-98460/
Louisiana Monroe,Rashaad Harding,LB,JR,Entered,9/15/2020,Avatar,Louisiana Monroe,81.77,Carencro,https://www.on3.com/rivals/rashaad-harding-98460/
Louisiana Monroe,Logan Wilson,CB,FR,Committed,,Kansas State,Louisiana Monroe Warhawks,83.02,Bishop Dunne,https://www.on3.com/rivals/logan-wilson-79931/
Louisiana Monroe,Logan Wilson,CB,FR,Entered,1/01/2020,Kansas State,,83.02,Bishop Dunne,https://www.on3.com/rivals/logan-wilson-79931/
Louisiana Tech,Bub Means,WR,FR,Committed,,Tennessee,Louisiana Tech Bulldogs,80.57,Lovejoy,https://www.on3.com/rivals/bub-means-61069/
Louisiana Tech,Ephraim Kitchen,CB,RS-JR,Committed,,Avatar,Louisiana Tech,82.00,South Panola,https://www.on3.com/rivals/ephraim-kitchen-41916/
Louisiana Tech,Ephraim Kitchen,CB,RS-JR,Entered,3/01/2020,Avatar,Louisiana Tech,82.00,South Panola,https://www.on3.com/rivals/ephraim-kitchen-41916/
Louisiana Tech,Bub Means,WR,FR,Entered,12/02/2019,Tennessee,,80.57,Lovejoy,https://www.on3.com/rivals/bub-means-61069/
Louisville,Jarrett Jackson,DL,RS-FR,Committed,,Louisville,Michigan State Spartans,84.73,Palm Beach Gardens,https://www.on3.com/rivals/jarrett-jackson-141901/
Louisville,Kei'Trel Clark,CB,FR,Committed,,Liberty,Louisville Cardinals,,Manchester,https://www.on3.com/rivals/keitrel-clark-71933/
Louisville,Kei'Trel Clark,CB,FR,Entered,6/22/2020,Liberty,,,Manchester,https://www.on3.com/rivals/keitrel-clark-71933/
Louisville,Justin Ford,CB,JR,Committed,,Louisville,Montana Grizzlies,85.26,Cox Mill,https://www.on3.com/rivals/justin-ford-69320/
Louisville,Justin Ford,CB,JR,Entered,6/10/2020,Louisville,,85.26,Cox Mill,https://www.on3.com/rivals/justin-ford-69320/
Louisville,Jarrett Jackson,DL,RS-FR,Entered,5/01/2020,Louisville,Michigan State,84.73,Palm Beach Gardens,https://www.on3.com/rivals/jarrett-jackson-141901/
Louisville,Tylus Hancock,S,RS-FR,Entered,3/07/2020,Louisville,,,Lassiter,https://www.on3.com/rivals/tylus-hancock-118304/
Louisville,Tylus Hancock,S,RS-FR,Committed,,Louisville,Florida State Seminoles,,Lassiter,https://www.on3.com/rivals/tylus-hancock-118304/
LSU,Eric Monroe,S,RS-JR,Committed,,LSU,Texas Tech Red Raiders,94.83,North Shore,https://www.on3.com/rivals/eric-monroe-42275/
LSU,Eric Monroe,S,RS-JR,Entered,6/27/2020,LSU,,94.83,North Shore,https://www.on3.com/rivals/eric-monroe-42275/
LSU,Connor Culp,K,SR,Entered,5/16/2020,LSU,,80.53,Desert Vista,https://www.on3.com/rivals/connor-culp-25524/
LSU,Liam Shanahan,IOL,SR,Entered,4/28/2020,Harvard,,,Marlborough,https://www.on3.com/rivals/liam-shanahan-79462/
LSU,Liam Shanahan,IOL,SR,Committed,,Harvard,LSU Tigers,,Marlborough,https://www.on3.com/rivals/liam-shanahan-79462/
LSU,Jabril Cox,LB,SR,Committed,,North Dakota State,LSU Tigers,,Raytown South,https://www.on3.com/rivals/jabril-cox-50844/
LSU,Jabril Cox,LB,SR,Entered,3/02/2020,North Dakota State,,,Raytown South,https://www.on3.com/rivals/jabril-cox-50844/
Marshall,Isaiah Green,QB,RS-SO,Committed,,Avatar,Marshall,82.25,Langston Hughes,https://www.on3.com/rivals/isaiah-green-49515/
Marshall,Isaiah Green,QB,RS-SO,Entered,7/15/2020,Avatar,Marshall,82.25,Langston Hughes,https://www.on3.com/rivals/isaiah-green-49515/
Marshall,Obi Obialo,WR,SR,Committed,,Avatar,Marshall,,Coppell,https://www.on3.com/rivals/obi-obialo-94141/
Marshall,Obi Obialo,WR,SR,Entered,1/19/2020,Avatar,Marshall,,Coppell,https://www.on3.com/rivals/obi-obialo-94141/
Marshall,Brian Cavicante,LB,SR,Committed,,Avatar,Delaware State,,Milford Academy,https://www.on3.com/rivals/brian-cavicante-14405/
Marshall,Brian Cavicante,LB,SR,Entered,12/15/2019,Avatar,Delaware State,,Milford Academy,https://www.on3.com/rivals/brian-cavicante-14405/
Maryland,Oluwaseun Oluwatimi,DL,RS-JR,Entered,10/22/2020,Avatar,Maryland,,DeMatha Catholic,https://www.on3.com/rivals/oluwaseun-oluwatimi-106126/
Maryland,Rayshad Lewis,WR,SR,Entered,8/06/2020,Avatar,Maryland,78.27,Bishop Moore Catholic,https://www.on3.com/rivals/rayshad-lewis-99065/
Maryland,Rayshad Lewis,WR,SR,Committed,,Avatar,Maryland,78.27,Bishop Moore Catholic,https://www.on3.com/rivals/rayshad-lewis-99065/
Maryland,Tyrrell Pigrome,QB,SR,Committed,,Avatar,Maryland,84.25,Clay-Chalkville,https://www.on3.com/rivals/tyrrell-pigrome-118921/
Maryland,Taulia Tagovailoa,QB,FR,Entered,5/15/2020,Alabama,Maryland,91.89,Thompson,https://www.on3.com/rivals/taulia-tagovailoa-110451/
Maryland,Taulia Tagovailoa,QB,FR,Committed,,Alabama,Maryland Terrapins,91.89,Thompson,https://www.on3.com/rivals/taulia-tagovailoa-110451/
Maryland,Tyrrell Pigrome,QB,SR,Entered,2/05/2020,Avatar,Maryland,84.25,Clay-Chalkville,https://www.on3.com/rivals/tyrrell-pigrome-118921/
Maryland,Terrance Davis,IOL,SR,Entered,12/28/2019,Maryland,,95.12,DeMatha Catholic,https://www.on3.com/rivals/terrance-davis-111335/
Memphis,Cincir Evans,LB,RS-FR,Committed,,Coastal Carolina,Memphis Tigers,,White Station,https://www.on3.com/rivals/cincir-evans-23542/
Memphis,Cincir Evans,LB,RS-FR,Entered,1/15/2020,Coastal Carolina,,,White Station,https://www.on3.com/rivals/cincir-evans-23542/
Memphis,Steven Smothers,WR,RS-JR,Committed,,Avatar,Memphis,,Franklin,https://www.on3.com/rivals/steven-smothers-109087/
Memphis,Steven Smothers,WR,RS-JR,Entered,1/09/2020,Avatar,Memphis,,Franklin,https://www.on3.com/rivals/steven-smothers-109087/
Miami,Cameron Williams,EDGE,FR,Entered,4/29/2022,Miami,,88.68,Chaminade-Madonna Prep,https://www.on3.com/rivals/cameron-williams-18187/
Miami,Jarrid Williams,OT,SR,Committed,,Houston,Miami Hurricanes,76.05,Cedar Hill,https://www.on3.com/rivals/jarrid-williams-57170/
Miami,Lorenzo Lingard,RB,SO,Entered,5/30/2020,Miami,,96.71,University,https://www.on3.com/rivals/lorenzo-lingard-80103/
Miami,Lorenzo Lingard,RB,SO,Committed,,Miami,Florida Gators,96.71,University,https://www.on3.com/rivals/lorenzo-lingard-80103/
Miami,Jarrid Williams,OT,SR,Entered,4/29/2020,Houston,,76.05,Cedar Hill,https://www.on3.com/rivals/jarrid-williams-57170/
Miami,Brian Polendey,TE,RS-SO,Committed,,Miami,Colorado State Rams,88.37,Guyer,https://www.on3.com/rivals/brian-polendey-14707/
Miami,Jarren Williams,QB,RS-FR,Entered,1/23/2020,Miami,,86.25,Central Gwinnett,https://www.on3.com/rivals/jarren-williams-57093/
Miami,Quincy Roche,EDGE,RS-JR,Committed,,Temple,Miami Hurricanes,81.27,New Town,https://www.on3.com/rivals/quincy-roche-97425/
Miami,D'Eriq King,QB,SR,Entered,1/20/2020,Houston,,89.71,Manvel,https://www.on3.com/rivals/deriq-king-27387/
Miami,D'Eriq King,QB,SR,Committed,,Houston,Miami Hurricanes,89.71,Manvel,https://www.on3.com/rivals/deriq-king-27387/
Miami,Brian Polendey,TE,RS-SO,Entered,1/17/2020,Miami,,88.37,Guyer,https://www.on3.com/rivals/brian-polendey-14707/
Miami,Quincy Roche,EDGE,RS-JR,Entered,12/31/2019,Temple,,81.27,New Town,https://www.on3.com/rivals/quincy-roche-97425/
Miami,Derrick Smith,S,JR,Entered,8/28/2019,Miami,,83.80,Trinity Christian Academy,https://www.on3.com/rivals/derrick-smith-35198/
Miami (OH),Seth Currens,TE,SR,Committed,,Avatar,Wisconsin,81.57,Pickerington Central,https://www.on3.com/rivals/seth-currens-105997/
Miami (OH),Seth Currens,TE,SR,Entered,6/01/2020,Avatar,Wisconsin,81.57,Pickerington Central,https://www.on3.com/rivals/seth-currens-105997/
Miami (OH),Mac Hippenhammer,WR,RS-SO,Committed,,Penn State,Miami (OH) RedHawks,87.43,Snider,https://www.on3.com/rivals/mac-hippenhammer-81129/
Miami (OH),Mac Hippenhammer,WR,RS-SO,Entered,4/01/2020,Penn State,,87.43,Snider,https://www.on3.com/rivals/mac-hippenhammer-81129/
Michigan,Jordan Anthony,LB,RS-SO,Committed,,Avatar,Michigan,94.66,IMG Academy,https://www.on3.com/rivals/jordan-anthony-65154/
Michigan,Charles Thomas,LB,FR,Entered,10/19/2020,Michigan,,88.17,St. Thomas More,https://www.on3.com/rivals/charles-thomas-20319/
Michigan,Michael Dwumfour,DL,SR,Committed,,Avatar,Michigan,83.73,De Paul Catholic,https://www.on3.com/rivals/michael-dwumfour-87646/
Michigan,Jaylen Kelly-Powell,S,RS-SO,Committed,,Avatar,Michigan,91.28,Cass Technical,https://www.on3.com/rivals/jaylen-kelly-powell-58898/
Michigan,George Caratan,P,SO,Entered,5/17/2020,Avatar,Michigan,,St. Thomas More,https://www.on3.com/rivals/george-caratan-45651/
Michigan,Michael Dwumfour,DL,SR,Entered,1/20/2020,Avatar,Michigan,83.73,De Paul Catholic,https://www.on3.com/rivals/michael-dwumfour-87646/
Michigan,Jaylen Kelly-Powell,S,RS-SO,Entered,1/09/2020,Avatar,Michigan,91.28,Cass Technical,https://www.on3.com/rivals/jaylen-kelly-powell-58898/
Michigan,Jordan Anthony,LB,RS-SO,Entered,12/09/2019,Avatar,Michigan,94.66,IMG Academy,https://www.on3.com/rivals/jordan-anthony-65154/
Michigan State,Jarrett Jackson,DL,RS-FR,Committed,,Louisville,Michigan State Spartans,84.73,Palm Beach Gardens,https://www.on3.com/rivals/jarrett-jackson-141901/
Michigan State,Jackson Morse,TE,FR,Committed,,Davenport,Michigan State Spartans,,East Lansing,https://www.on3.com/rivals/jackson-morse-175816/
Michigan State,Jackson Morse,TE,FR,Entered,9/17/2020,Davenport,,,East Lansing,https://www.on3.com/rivals/jackson-morse-175816/
Michigan State,Dimitri Douglas,OT,RS-FR,Committed,,Michigan State,Eastern Michigan Eagles,87.10,Saline,https://www.on3.com/rivals/dimitri-douglas-37079/
Michigan State,Jarrett Jackson,DL,RS-FR,Entered,5/01/2020,Louisville,Michigan State,84.73,Palm Beach Gardens,https://www.on3.com/rivals/jarrett-jackson-141901/
Michigan State,La'Darius Jefferson,RB,SO,Entered,1/10/2020,Michigan State,,86.57,Muskegon,https://www.on3.com/rivals/ladarius-jefferson-142618/
Michigan State,La'Darius Jefferson,RB,SO,Committed,,Michigan State,Western Michigan Broncos,86.57,Muskegon,https://www.on3.com/rivals/ladarius-jefferson-142618/
Michigan State,Dimitri Douglas,OT,RS-FR,Entered,1/01/2020,Michigan State,,87.10,Saline,https://www.on3.com/rivals/dimitri-douglas-37079/
Michigan State,Brandon Randle,LB,RS-JR,Committed,,Michigan State,Texas Tech Red Raiders,88.09,Battle Creek Central,https://www.on3.com/rivals/brandon-randle-12978/
Michigan State,Brandon Randle,LB,RS-JR,Entered,12/06/2019,Michigan State,,88.09,Battle Creek Central,https://www.on3.com/rivals/brandon-randle-12978/
Middle Tennessee,Zack Dobson,WR,JR,Committed,,Avatar,Middle Tennessee State,84.40,Fulton,https://www.on3.com/rivals/zack-dobson-123321/
Middle Tennessee,Kendricks Gladney,S,RS-SR,Committed,,Middle Tennessee State,Coastal Carolina Chanticleers,77.27,Charles Herbert Flowers,https://www.on3.com/rivals/kendricks-gladney-72976/
Middle Tennessee,Zack Dobson,WR,JR,Entered,6/18/2020,Avatar,Middle Tennessee State,84.40,Fulton,https://www.on3.com/rivals/zack-dobson-123321/
Middle Tennessee,Michael DiLiello,QB,RS-FR,Committed,,Avatar,Florida Institute of Technology,,Cooper City,https://www.on3.com/rivals/michael-diliello-87615/
Middle Tennessee,Michael DiLiello,QB,RS-FR,Entered,5/11/2020,Avatar,Florida Institute of Technology,,Cooper City,https://www.on3.com/rivals/michael-diliello-87615/
Middle Tennessee,Kendricks Gladney,S,RS-SR,Entered,3/01/2020,Middle Tennessee State,,77.27,Charles Herbert Flowers,https://www.on3.com/rivals/kendricks-gladney-72976/
Middle Tennessee,Martell Pettaway,RB,RS-JR,Committed,,Avatar,West Virginia,89.33,Martin Luther King Jr.,https://www.on3.com/rivals/martell-pettaway-84444/
Middle Tennessee,Martell Pettaway,RB,RS-JR,Entered,12/17/2019,Avatar,West Virginia,89.33,Martin Luther King Jr.,https://www.on3.com/rivals/martell-pettaway-84444/
Minnesota,Mayan Ahanotu,DL,SO,Committed,,Minnesota,Rutgers Scarlet Knights,83.80,Berkeley Prep,https://www.on3.com/rivals/mayan-ahanotu-86839/
Minnesota,Mayan Ahanotu,DL,SO,Entered,4/26/2020,Minnesota,,83.80,Berkeley Prep,https://www.on3.com/rivals/mayan-ahanotu-86839/
Minnesota,Ben Davis,IOL,SR,Committed,,Minnesota,New Mexico Lobos,80.75,Elk Grove,https://www.on3.com/rivals/ben-davis-9692/
Minnesota,Ben Davis,IOL,SR,Entered,12/02/2019,Minnesota,,80.75,Elk Grove,https://www.on3.com/rivals/ben-davis-9692/
Mississippi State,Brandon Ruiz,K,JR,Entered,6/08/2020,Arizona State,,81.80,Williams Field,https://www.on3.com/rivals/brandon-ruiz-13037/
Mississippi State,Brandon Ruiz,K,JR,Committed,,Arizona State,Mississippi State Bulldogs,81.80,Williams Field,https://www.on3.com/rivals/brandon-ruiz-13037/
Mississippi State,Jarrian Jones,CB,FR,Entered,6/01/2020,Mississippi State,,91.05,Northwest Rankin,https://www.on3.com/rivals/jarrian-jones-142474/
Mississippi State,Jarrian Jones,CB,FR,Committed,,Mississippi State,Florida State Seminoles,91.05,Northwest Rankin,https://www.on3.com/rivals/jarrian-jones-142474/
Mississippi State,Stewart Reese,IOL,RS-JR,Entered,5/16/2020,Mississippi State,,87.67,Fort Pierce Central,https://www.on3.com/rivals/stewart-reese-109160/
Mississippi State,Stewart Reese,IOL,RS-JR,Committed,,Mississippi State,Florida Gators,87.67,Fort Pierce Central,https://www.on3.com/rivals/stewart-reese-109160/
Mississippi State,Fabien Lovett,DL,SO,Committed,,Mississippi State,Florida State Seminoles,88.73,Olive Branch,https://www.on3.com/rivals/fabien-lovett-43643/
Mississippi State,Fabien Lovett,DL,SO,Entered,4/13/2020,Mississippi State,,88.73,Olive Branch,https://www.on3.com/rivals/fabien-lovett-43643/
Navy,Jake Springer,S,JR,Committed,,Navy,Ole Miss Rebels,,Park Hill South,https://www.on3.com/rivals/jake-springer-53869/
Navy,Jake Springer,S,JR,Entered,6/22/2020,Navy,,,Park Hill South,https://www.on3.com/rivals/jake-springer-53869/
Navy,Chelen Garnes,S,SO,Entered,6/01/2020,Navy,,,North Point,https://www.on3.com/rivals/chelen-garnes-21069/
Navy,Chelen Garnes,S,SO,Committed,,Navy,Wake Forest Demon Deacons,,North Point,https://www.on3.com/rivals/chelen-garnes-21069/
Missouri,Khmari Thompson,WR,RS-FR,Committed,,Missouri,Illinois Fighting Illini,84.07,Central Gwinnett,https://www.on3.com/rivals/khmari-thompson-75042/
Missouri,Keke Chism,WR,RS-JR,Committed,,Angelo State,Missouri Tigers,,Daingerfield,https://www.on3.com/rivals/keke-chism-72287/
Missouri,Keke Chism,WR,RS-JR,Entered,7/08/2020,Angelo State,,,Daingerfield,https://www.on3.com/rivals/keke-chism-72287/
Missouri,Khmari Thompson,WR,RS-FR,Entered,7/07/2020,Missouri,,84.07,Central Gwinnett,https://www.on3.com/rivals/khmari-thompson-75042/
Missouri,Grant McKinniss,P,RS-JR,Entered,6/26/2020,Kentucky,,79.08,Findlay,https://www.on3.com/rivals/grant-mckinniss-46530/
Missouri,Grant McKinniss,P,RS-JR,Committed,,Kentucky,Missouri Tigers,79.08,Findlay,https://www.on3.com/rivals/grant-mckinniss-46530/
Missouri,Michael Maietti,IOL,RS-JR,Committed,,Rutgers,Missouri Tigers,78.05,Don Bosco Prep,https://www.on3.com/rivals/michael-maietti-87968/
Missouri,Michael Maietti,IOL,RS-JR,Entered,5/08/2020,Rutgers,,78.05,Don Bosco Prep,https://www.on3.com/rivals/michael-maietti-87968/
NC State,Joseph Boletepeli,EDGE,SO,Entered,7/28/2020,NC State,,85.87,Heritage,https://www.on3.com/rivals/joseph-boletepeli-66468/
NC State,Jeffrey Gunter,EDGE,JR,Committed,,NC State,Coastal Carolina Chanticleers,,Riverside,https://www.on3.com/rivals/jeffrey-gunter-59787/
NC State,Jeffrey Gunter,EDGE,JR,Entered,5/13/2020,NC State,,,Riverside,https://www.on3.com/rivals/jeffrey-gunter-59787/
NC State,Brock Miller,LB,SR,Committed,,NC State,Boise State Broncos,81.90,John Carroll,https://www.on3.com/rivals/brock-miller-15078/
NC State,Brock Miller,LB,SR,Entered,1/07/2020,NC State,,81.90,John Carroll,https://www.on3.com/rivals/brock-miller-15078/
NC State,Tim Glass,S,SR,Committed,,Avatar,NC State,83.17,Liberty Christian Academy,https://www.on3.com/rivals/tim-glass-112707/
NC State,Tim Glass,S,SR,Entered,8/04/2019,Avatar,NC State,83.17,Liberty Christian Academy,https://www.on3.com/rivals/tim-glass-112707/
NC State,Levi Jones,LB,JR,Entered,1/07/2019,NC State,,94.27,Westlake,https://www.on3.com/rivals/levi-jones-141236/
Nebraska,Oliver Martin,WR,JR,Committed,,Iowa,Nebraska Cornhuskers,92.74,Iowa City West,https://www.on3.com/rivals/oliver-martin-94315/
Nebraska,Oliver Martin,WR,JR,Entered,8/07/2020,Iowa,,92.74,Iowa City West,https://www.on3.com/rivals/oliver-martin-94315/
Nebraska,Tony Butler,CB,SR,Committed,,Avatar,Nebraska,87.20,St. Edward,https://www.on3.com/rivals/tony-butler-113801/
Nebraska,Noah Vedral,QB,JR,Committed,,Nebraska,Rutgers Scarlet Knights,80.63,Bishop Neumann,https://www.on3.com/rivals/noah-vedral-93791/
Nebraska,Noah Vedral,QB,JR,Entered,4/28/2020,Nebraska,,80.63,Bishop Neumann,https://www.on3.com/rivals/noah-vedral-93791/
Nebraska,Tony Butler,CB,SR,Entered,1/01/2020,Avatar,Nebraska,87.20,St. Edward,https://www.on3.com/rivals/tony-butler-113801/
Nevada,Morian Walker,RB,SR,Committed,,Avatar,Utah State,,Valley Christian,https://www.on3.com/rivals/morian-walker-90404/
Nevada,K.C. Cureton,QB,JR,Committed,,Avatar,Nevada,82.10,Leuzinger,https://www.on3.com/rivals/kc-cureton-71570/
Nevada,Daylon Johnson,CB,RS-JR,Entered,7/23/2020,Avatar,Nevada,79.27,Oak Ridge,https://www.on3.com/rivals/daylon-johnson-141369/
Nevada,Kaiden Bennett,QB,FR,Committed,,Avatar,Boise State,83.13,Folsom,https://www.on3.com/rivals/kaiden-bennett-70564/
Nevada,K.C. Cureton,QB,JR,Entered,5/21/2020,Avatar,Nevada,82.10,Leuzinger,https://www.on3.com/rivals/kc-cureton-71570/
Nevada,Jaxson Kincaide,RB,SR,Committed,,Avatar,Nevada,,St. Thomas Aquinas,https://www.on3.com/rivals/jaxson-kincaide-58361/
Nevada,Morian Walker,RB,SR,Entered,12/10/2019,Avatar,Utah State,,Valley Christian,https://www.on3.com/rivals/morian-walker-90404/
Nevada,Jaxson Kincaide,RB,SR,Entered,9/30/2019,Avatar,Nevada,,St. Thomas Aquinas,https://www.on3.com/rivals/jaxson-kincaide-58361/
Nevada,Kaiden Bennett,QB,FR,Entered,8/15/2019,Avatar,Boise State,83.13,Folsom,https://www.on3.com/rivals/kaiden-bennett-70564/
New Mexico,Jacobi Hearn,LB,JR,Committed,,Avatar,New Mexico,77.77,Clinton,https://www.on3.com/rivals/jacobi-hearn-52336/
New Mexico,Kentrail Moran,RB,RS-SO,Entered,9/08/2020,Avatar,New Mexico,88.07,O'Fallon,https://www.on3.com/rivals/kentrail-moran-73504/
New Mexico,Jacobi Hearn,LB,JR,Entered,8/31/2020,Avatar,New Mexico,77.77,Clinton,https://www.on3.com/rivals/jacobi-hearn-52336/
New Mexico,Josh Foley,RB,JR,Committed,,Avatar,New Mexico State,74.82,Rio Rancho,https://www.on3.com/rivals/josh-foley-67087/
New Mexico,Ben Davis,IOL,SR,Committed,,Minnesota,New Mexico Lobos,80.75,Elk Grove,https://www.on3.com/rivals/ben-davis-9692/
New Mexico,Aaron Blackwell,DL,RS-SR,Committed,,New Mexico,Arizona Wildcats,75.55,,https://www.on3.com/rivals/aaron-blackwell-338/
New Mexico,Aaron Blackwell,DL,RS-SR,Entered,1/18/2020,New Mexico,,75.55,,https://www.on3.com/rivals/aaron-blackwell-338/
New Mexico,Dylan Horton,S,SO,Entered,1/11/2020,New Mexico,,79.77,Frisco,https://www.on3.com/rivals/dylan-horton-143446/
New Mexico,Josh Foley,RB,JR,Entered,1/07/2020,Avatar,New Mexico State,74.82,Rio Rancho,https://www.on3.com/rivals/josh-foley-67087/
New Mexico,Ben Davis,IOL,SR,Entered,12/02/2019,Minnesota,,80.75,Elk Grove,https://www.on3.com/rivals/ben-davis-9692/
New Mexico State,Josh Adkins,QB,RS-SO,Committed,,Avatar,New Mexico State,79.27,Smithson Valley,https://www.on3.com/rivals/josh-adkins-66752/
New Mexico State,Josh Adkins,QB,RS-SO,Entered,4/03/2020,Avatar,New Mexico State,79.27,Smithson Valley,https://www.on3.com/rivals/josh-adkins-66752/
New Mexico State,Josh Foley,RB,JR,Committed,,Avatar,New Mexico State,74.82,Rio Rancho,https://www.on3.com/rivals/josh-foley-67087/
New Mexico State,Josh Foley,RB,JR,Entered,1/07/2020,Avatar,New Mexico State,74.82,Rio Rancho,https://www.on3.com/rivals/josh-foley-67087/
North Carolina,Corey Bell Jr.,WR,SR,Committed,,Avatar,North Carolina,81.83,William Amos Hough,https://www.on3.com/rivals/corey-bell-jr-26056/
North Carolina,Corey Bell Jr.,WR,SR,Entered,8/01/2020,Avatar,North Carolina,81.83,William Amos Hough,https://www.on3.com/rivals/corey-bell-jr-26056/
North Carolina,Grayson Atkins,K,JR,Committed,,Furman,North Carolina Tar Heels,,Boiling Springs,https://www.on3.com/rivals/grayson-atkins-46649/
North Carolina,Cade Fortin,QB,RS-FR,Committed,,North Carolina,North Carolina Tar Heels,86.83,North Gwinnett,https://www.on3.com/rivals/cade-fortin-16594/
North Carolina,Grayson Atkins,K,JR,Entered,12/04/2019,Furman,,,Boiling Springs,https://www.on3.com/rivals/grayson-atkins-46649/
North Carolina,Cade Fortin,QB,RS-FR,Entered,8/22/2019,North Carolina,,86.83,North Gwinnett,https://www.on3.com/rivals/cade-fortin-16594/
North Carolina,Cam'Ron Kelly,CB,FR,Committed,,Auburn,North Carolina Tar Heels,91.52,Oscar Smith,https://www.on3.com/rivals/camron-kelly-17472/
North Carolina,Cam'Ron Kelly,CB,FR,Entered,3/27/2019,Auburn,,91.52,Oscar Smith,https://www.on3.com/rivals/camron-kelly-17472/
North Texas,Rico Bussey,WR,SR,Committed,,Avatar,North Texas,80.32,Lawton,https://www.on3.com/rivals/rico-bussey-100391/
North Texas,Rico Bussey,WR,SR,Entered,2/12/2020,Avatar,North Texas,80.32,Lawton,https://www.on3.com/rivals/rico-bussey-100391/
Northern Illinois,Jalen Pinkney,EDGE,JR,Committed,,Avatar,UCF,87.34,Norcross,https://www.on3.com/rivals/jalen-pinkney-54457/
Northern Illinois,Jalen Pinkney,EDGE,JR,Entered,4/30/2020,Avatar,UCF,87.34,Norcross,https://www.on3.com/rivals/jalen-pinkney-54457/
Northwestern,Ben Skowronek,WR,SR,Entered,1/02/2020,Northwestern,,85.30,Homestead,https://www.on3.com/rivals/ben-skowronek-10005/
Ohio,Armani Rogers,QB,SR,Committed,,Avatar,UNLV,87.67,Hamilton,https://www.on3.com/rivals/armani-rogers-7536/
Ohio,Armani Rogers,QB,SR,Entered,7/07/2020,Avatar,UNLV,87.67,Hamilton,https://www.on3.com/rivals/armani-rogers-7536/
Notre Dame,John Olmstead,OT,FR,Committed,,Notre Dame,Lafayette Leopards,91.85,Saint Joseph,https://www.on3.com/rivals/john-olmstead-63481/
Notre Dame,John Olmstead,OT,FR,Entered,8/19/2020,Notre Dame,,91.85,Saint Joseph,https://www.on3.com/rivals/john-olmstead-63481/
Notre Dame,CJ Holmes,S,RS-SO,Committed,,Avatar,Notre Dame,89.56,Cheshire Academy,https://www.on3.com/rivals/cj-holmes-23620/
Notre Dame,CJ Holmes,S,RS-SO,Entered,6/09/2020,Avatar,Notre Dame,89.56,Cheshire Academy,https://www.on3.com/rivals/cj-holmes-23620/
Notre Dame,Phil Jurkovec,QB,RS-FR,Committed,,Notre Dame,Boston College Eagles,94.40,Pine-Richland,https://www.on3.com/rivals/phil-jurkovec-141840/
Notre Dame,Phil Jurkovec,QB,RS-FR,Entered,1/11/2020,Notre Dame,,94.40,Pine-Richland,https://www.on3.com/rivals/phil-jurkovec-141840/
Notre Dame,Jonathan Jones,LB,SR,Committed,,Avatar,Notre Dame,89.56,Oak Ridge,https://www.on3.com/rivals/jonathan-jones-140073/
Notre Dame,Jonathan Jones,LB,SR,Entered,12/11/2019,Avatar,Notre Dame,89.56,Oak Ridge,https://www.on3.com/rivals/jonathan-jones-140073/
Notre Dame,Isaiah Pryor,S,JR,Committed,,Ohio State,Notre Dame Fighting Irish,94.94,IMG Academy,https://www.on3.com/rivals/isaiah-pryor-49704/
Notre Dame,Isaiah Pryor,S,JR,Entered,9/23/2019,Ohio State,,94.94,IMG Academy,https://www.on3.com/rivals/isaiah-pryor-49704/
Ohio State,Jaelen Gill,RB,RS-FR,Entered,6/15/2020,Ohio State,,96.24,Westerville South,https://www.on3.com/rivals/jaelen-gill-52818/
Ohio State,Trey Sermon,RB,JR,Committed,,Oklahoma,Ohio State Buckeyes,91.90,Sprayberry,https://www.on3.com/rivals/trey-sermon-116226/
Ohio State,Trey Sermon,RB,JR,Entered,3/14/2020,Oklahoma,,91.90,Sprayberry,https://www.on3.com/rivals/trey-sermon-116226/
Ohio State,Alex Williams,EDGE,RS-FR,Committed,,Ohio State,Vanderbilt Commodores,87.17,Pickerington North,https://www.on3.com/rivals/alex-williams-3507/
